Area (sq. ft.),Labor Cost (₹),Material Type,Pipes (₹),Lights (₹),Fans (₹),Steel (₹),Bricks (₹),Total Cost (₹)
1147,119641,1,12469,2915,7055,61412,80784,2359119
3662,91353,0,18115,13795,4710,121995,27585,4212757
1402,89325,0,5590,12155,6604,156231,77586,1929424
4567,136484,1,12191,6195,8417,125639,23514,9325956
2003,85761,0,16683,9155,3863,122611,66338,3040287
3362,51118,1,7224,3304,6728,86377,77533,4324186
4978,109284,0,12354,13646,9695,102346,68529,8955346
3397,116609,0,18069,14612,4081,85653,25715,6650040
1845,137752,0,10333,3256,6186,176716,61725,2622061
989,109668,1,19087,4817,9531,151972,49725,1682470
925,106479,0,11133,11099,4878,140696,81899,2113629
3231,50480,0,15831,2027,3312,163019,31430,3539655
4491,69919,1,9845,8187,9691,196988,86367,9049601
1907,61081,1,14808,12892,7348,129932,84746,2392680
922,149502,1,16460,8454,8013,91215,40462,1424067
3455,66548,1,9904,5975,8571,175550,30558,6831267
1714,104010,1,9898,8011,9665,93026,74599,2539000
4442,148288,1,7495,13071,9295,162391,61174,5941808
2300,111791,1,14396,3396,9050,57877,72758,4610763
4960,60888,0,19389,14043,4905,116181,47467,7912153
2569,61608,0,13356,3067,6917,173591,42789,3771068
2877,39401,0,7483,10202,6731,155559,30937,5182159
2603,85417,1,8601,14668,6437,158091,73187,5157169
1771,95976,0,17052,5783,3051,94211,84120,3599156
4856,82959,1,8327,11114,4782,59128,89018,5790901
4343,75694,0,15048,6600,4293,146602,25251,7146480
934,62421,0,7000,14486,3934,152867,34876,1843040
4098,79625,1,10255,7588,9728,165365,75016,5022889
4049,135593,0,9572,11336,9393,101855,80014,6867161
4271,146545,1,11896,10090,8793,171696,56826,4913254
1034,49163,0,10233,9181,7691,161817,79654,1704923
880,35036,1,17644,8620,9978,126676,52159,1381487
2650,78918,1,19758,7527,6531,74691,47967,4472589
4624,95521,1,7364,8719,3498,123810,54159,5900684
4425,127193,1,13123,8807,5159,191757,59466,8422467
3628,50726,0,10828,7877,4035,174018,98179,4413181
4549,122053,1,6210,3921,9953,165496,97725,8501722
1046,108011,0,11846,6019,3469,179108,76123,1534034
4116,107083,0,16205,12334,7834,195602,49339,6325290
4922,55132,0,6798,10459,6303,136074,54855,8629806
2251,68011,1,5546,6288,9647,150084,25442,2979482
3615,118953,1,18146,12683,6526,54909,55796,6701736
718,132646,1,13233,6052,4672,171483,51524,1882159
625,74437,1,6748,7084,3893,159632,98178,1308347
4914,60032,0,18399,2093,6634,120166,21811,5144021
1828,67822,1,12452,10489,8156,82666,40926,3022155
1723,90574,1,16418,10704,6221,101128,30952,3633903
4680,148026,0,11437,9573,9280,99707,40793,8111043
3270,86909,0,11913,13591,3463,120379,80656,5886656
2074,72786,1,6560,2908,4139,108437,66650,4079056
2442,89542,0,8777,4253,8694,151275,94612,5016986
3840,57932,1,18605,4025,3328,183014,22708,4708859
4957,85446,1,11202,6319,8515,160451,54090,8308691
2914,124187,0,18777,8181,6866,105841,50506,5821037
1754,83371,1,12785,14735,4139,127359,46839,3504137
1487,54570,0,7566,2819,7910,115673,91014,2136728
2348,91155,0,12856,5564,4009,83673,49822,4648654
4401,36415,0,17483,10302,3328,82017,22622,5867516
4219,130198,1,12019,5543,3474,184331,46029,6434123
1817,68227,1,6767,8635,3795,199832,35805,2577369
1871,121864,1,6320,12835,3034,103292,81722,3956326
860,92098,0,17722,13754,5410,195288,47691,1311955
857,148489,1,8944,14651,3165,134003,38605,2156808
3701,81807,1,14947,12751,6679,168414,43100,5345144
4390,33518,0,17055,2666,5728,72935,49922,7692274
3283,133985,0,10411,4145,7930,137975,93108,4093162
563,51460,0,18135,7820,9839,177738,73210,1175868
2728,72440,1,17768,7116,3386,123091,51331,3212612
3134,94042,0,12151,8741,9706,120373,74388,6206305
4349,89922,0,10908,5645,8347,160942,73439,6639724
4438,94624,0,13474,2258,5636,93686,46751,7990771
2015,95400,1,9692,12320,5480,70268,82983,4193589
1079,59396,1,11362,14157,9369,72681,91119,1511098
4917,88897,0,18279,5533,6037,92427,76534,7719463
2831,145333,0,12044,8502,8839,130725,98508,3771541
2913,109935,1,11004,8611,8088,159637,20353,3531645
2658,109240,1,8810,12605,4698,100916,98999,4746632
2625,31698,1,11101,11704,5063,96197,22933,3203200
4269,115490,0,5826,14991,4191,72910,81460,6663939
2783,75573,1,9003,13945,7932,65357,65708,3668542
4266,66194,0,19153,7689,8792,128372,90961,5430640
3605,74664,1,13481,11373,8554,111557,29219,5839242
4052,41416,1,13755,4282,9877,99665,50428,6621861
3975,75384,0,9597,3874,6457,84022,34205,4202369
2338,51169,1,12676,11086,7261,94816,71131,3856937
721,100110,0,19725,2956,7407,71520,72931,1478538
1395,128694,1,13845,7531,8861,71999,40116,2712569
3911,77678,0,8130,6489,9675,70391,61889,7469133
3508,42699,1,6080,7263,6123,134274,41576,6986728
1484,47665,0,14847,7022,3320,198951,31604,2711735
2132,111472,0,8108,4057,7673,137500,28323,3456398
4170,125076,0,8769,4377,6059,170859,63327,5399591
3390,112426,0,13658,14123,7370,136905,53615,4157817
2543,130026,0,9895,13531,9031,184701,34360,4473484
1908,76999,0,17051,11371,9888,114369,39879,3983637
4372,47341,1,19461,2529,7548,56782,57382,5879398
1835,134162,1,19036,13187,5039,161209,46493,2496622
4137,121846,0,8534,13547,4299,110877,96460,6246078
3958,69205,0,12868,5562,7970,58406,33828,4147749
4897,79914,1,7027,12982,4677,145830,56647,8014931
4100,101132,0,16448,11151,8753,178969,87674,4706992
1875,35949,1,8692,2263,4740,155317,89371,4016892
2033,76784,1,16607,2477,4114,192736,48361,4242652
2452,125922,0,16092,10547,5978,179562,73224,3145063
3757,36621,0,15159,13522,4464,104538,49294,4532488
3491,139107,0,19158,12376,8753,195019,84985,7278883
3996,91037,0,11026,10254,8537,88763,53984,7510557
4657,89103,1,7660,6172,7794,84522,47208,9386467
3972,98425,1,19749,14920,6663,163295,90310,5794001
3417,70545,0,19651,3943,9811,95371,74297,4069758
1665,113262,0,11289,9622,4442,111910,39783,2979927
2858,35514,1,19299,4060,6470,190896,46413,6023495
3738,69983,0,7252,3714,9402,99075,91957,4505186
2650,58656,1,7026,5914,6710,171037,61893,5231307
2575,105364,0,17745,10860,7978,87964,67917,3798831
4167,123621,1,15926,5599,9147,92438,23023,5018077
2681,118538,1,6254,10659,6284,51573,73755,4278741
558,45281,1,14483,12943,4429,117136,66175,1191160
2458,61471,1,14137,6436,9212,97794,87528,2856905
684,37753,0,14978,5126,7968,174384,33804,1282536
3119,38741,0,12525,13676,4254,129230,61177,5398087
2180,97541,1,13680,9501,7886,197214,23504,4296288
1077,81335,1,11767,8454,3982,177298,66370,1632352
4454,57141,1,17327,6776,3908,89337,55899,8688487
4777,137254,0,9825,3743,8691,116336,76581,5930752
570,79475,0,13939,13269,9426,145840,42952,1250124
1055,102900,0,19610,8757,3630,150699,27368,1950991
1351,40117,0,14814,7532,4291,138207,66000,2810852
1718,120222,0,5355,13921,6209,197876,81601,2209576
4140,31823,1,11298,2279,3048,89146,40457,5211120
2412,50005,0,7739,8194,4755,83418,86819,2947111
3230,31138,0,14807,9444,4898,163293,69510,4581080
2865,64488,0,16782,12834,6106,178472,71425,4185907
766,79875,0,16002,5030,5229,52535,38409,1030957
4416,53015,1,8148,10538,5167,153486,60968,7078581
1900,32412,1,19390,14404,4811,169921,37959,2499758
4193,109331,1,13907,12713,5315,59078,28984,4834078
2826,129070,0,8930,3396,9914,114636,94034,3279724
3301,43119,1,12648,13573,3769,59363,89101,6689670
2534,41573,1,9766,8026,4499,121998,36826,3862024
3330,138656,0,10258,14458,3277,103864,44884,4590072
1484,105021,1,9496,4773,3802,162757,85326,2670869
4599,56943,0,17517,8008,6308,142926,58460,5614382
1575,34017,1,16585,4770,4267,164174,83729,2622240
1523,67038,0,17354,8023,9664,148546,42072,2105898
4397,93285,1,18409,11210,5902,132463,66412,6163095
779,119106,1,11257,5734,8373,171450,32341,1947225
1611,141818,0,19751,12479,7880,111536,86112,2230130
1683,81110,1,13087,13896,3653,164991,45844,2903061
2575,120048,0,11103,2807,3243,79662,20199,4513774
4099,58797,1,10132,3800,3927,76592,75730,8190848
4442,39186,0,13085,11367,9841,57421,82836,8755750
771,142082,1,14874,10267,6232,73927,52552,1361570
1623,52781,1,19260,2735,8065,104547,45984,3487112
4479,130155,1,16485,4689,4599,163256,63672,6446148
1727,57552,0,14638,7370,4164,173748,56592,3586593
689,36910,0,12188,13077,9817,56948,41043,923200
1045,33871,0,14711,4307,6525,166263,73730,1551683
2841,44627,1,9310,8460,4952,153356,77108,3463245
4466,115143,0,10263,3149,4156,158087,95481,6187733
4514,58586,0,7537,6799,7055,162397,51044,8751990
1268,75254,1,9998,2547,8742,176115,93732,1936342
4275,104950,0,13531,13816,5759,50203,20948,5445425
3231,136285,0,13303,11574,5065,113521,94746,4303990
1510,92126,0,18289,6261,5019,86470,58127,2191086
964,84029,1,17669,8481,5969,135074,74277,1407507
3100,121052,0,18389,11007,6923,195380,70494,4837172
1416,74211,0,8737,13616,6942,133094,30138,3065169
1952,134665,0,9181,5817,4383,101313,95248,3177268
3968,77733,1,9456,2413,4875,76175,80341,7546326
4789,145505,0,5483,5811,7972,91567,86974,7868887
565,143472,1,17761,2702,4795,55291,26036,923465
3102,50300,0,14072,7144,3021,58202,58095,5109079
2225,103023,1,8102,10963,6966,107660,69153,4736859
1999,64838,0,12527,14919,9360,70023,28721,3305855
2404,38828,0,18635,3525,9996,136706,76354,3957194
4464,143747,1,5167,5424,6537,136078,68077,7920916
3309,133110,1,12450,13859,9637,115309,24857,6599989
4590,94837,0,12048,10640,3200,53031,84338,7440325
1386,36842,0,12115,14616,9123,126694,23554,2172264
4308,138872,0,13028,4624,4288,194896,29701,4853150
4677,50059,0,8291,12606,6770,129407,99307,5502893
2460,136165,0,18583,3562,6360,168659,38229,4427412
3247,144402,0,6735,9886,5920,130027,23475,5577138
543,61430,1,17654,7207,5310,149444,54948,1068784
4342,147208,1,12280,5003,7512,199889,76636,8012091
2388,114445,1,14740,13194,5113,177545,91582,3572460
4398,59930,1,11093,12648,4009,111189,88375,6126520
4392,149705,0,17859,5307,6582,82937,86794,5010841
1219,135003,1,5846,6145,7551,117344,67231,2328912
1190,98171,1,16144,10374,9752,91380,68190,1926368
2445,117692,1,5887,2393,3954,191227,36727,4905185
609,53221,1,15108,4924,4826,126071,23694,1424937
4814,42406,0,11507,3768,5140,193019,65851,5754013
1014,133463,1,14503,6281,8791,102382,31643,1573296
1136,30259,1,9053,10280,7864,178891,88218,1925210
3828,49380,0,8126,13254,8748,112348,34084,6277450
1126,54192,0,16506,2085,7958,178097,98540,1869049
569,148789,1,15392,5687,9323,80483,57902,1185871
3006,136561,1,9264,2119,6367,61950,98952,3842235
4389,45733,1,6817,10279,9571,153177,52304,6239822
4299,124189,0,8180,13319,6366,191504,27939,6692774
2350,147466,1,10020,11370,3531,54414,91181,5082072
4819,80321,0,7943,2911,4376,178668,98042,9229413
3378,111129,0,18649,5365,7310,167173,58281,6424598
3852,42316,1,11179,14648,6124,155009,96374,6434079
4477,78948,1,11867,10116,4163,76872,92036,6463124
2134,111568,0,8936,4582,4671,112216,55115,4259811
3976,129970,0,18651,12834,3447,127846,46444,5696571
3043,120771,0,11202,6791,5728,89675,85699,5166744
1268,141491,0,10610,3742,3878,171043,82335,2007197
3103,144257,0,16937,2734,4657,174431,87002,5942217
1491,116919,0,17037,13351,8770,192582,57535,2664362
2228,123653,1,8742,9114,3025,97061,25484,4589514
2528,145048,1,14954,2052,6798,194621,32260,4461912
2029,87173,1,14375,3737,4573,181773,60000,2814005
988,35714,1,7857,11927,9788,69455,45809,2249582
4652,36043,0,8896,14690,3196,58918,91756,7200644
1011,86257,0,15568,9683,7207,118160,84216,1585556
3819,136056,1,15797,5996,4678,58141,43374,5440574
2651,103058,1,10487,3964,4980,96771,55496,3347147
3104,82949,1,10082,6968,8994,118208,36680,3697391
2607,41553,1,13535,13061,4843,69493,88617,4112728
1234,138614,1,12479,6733,8590,62199,71316,2808542
3809,124045,0,11065,10904,8488,70255,87459,4589637
870,66528,0,13826,14339,7477,166263,66763,1990566
2573,59784,1,6237,8127,6218,77916,79578,4960857
4705,103904,1,8229,14689,8429,52170,86213,8872870
2801,83192,1,17451,7842,7473,68093,80645,5154275
2330,36170,1,9377,13819,8134,109974,98103,4084554
2359,70896,1,7177,10810,5828,63140,97463,3000666
1416,105040,1,10481,14951,6286,106636,82695,2657213
3675,135287,1,7923,9280,5001,112535,84339,5422882
3162,127072,1,11406,10858,3022,116844,72339,3936513
3134,124782,0,10274,13694,7431,158615,93130,6061122
1737,115919,1,18647,12209,4213,191221,60522,3189085
2660,74007,1,6328,6269,5328,55162,42394,4931069
1835,104258,1,15285,13938,9303,142935,41078,3141698
3116,90849,0,10367,8328,9427,196665,86132,5236918
3443,142917,1,14428,6491,5138,160953,29315,6354839
1261,143638,0,6433,12552,8747,186315,43166,1973251
4218,41609,1,17279,3221,3492,76796,99756,8133003
3200,74610,0,15193,10100,7579,56978,67716,4779210
2631,129565,0,6856,6805,7235,122504,46490,4814490
2453,149944,1,6532,4612,4486,147840,76752,3743040
1448,100818,1,15241,13789,6091,172798,81934,2955854
801,49270,1,11861,11748,8995,180751,58066,1256551
4524,51326,0,18029,6557,8529,141936,99503,9053860
3088,124500,0,15062,9693,9126,122290,68443,5867044
4194,51531,1,14919,13060,4620,70636,80095,7317055
3201,87599,0,18631,10306,4636,122711,79715,4561344
1975,75960,1,9963,5801,3938,154906,86157,4075835
1113,54354,0,15492,8526,9577,182367,68281,2306031
1168,111519,1,6495,3230,8321,133834,34540,2095141
2628,68639,1,16067,3885,3923,54512,51725,3445649
717,113698,0,13280,5503,6993,133198,75366,1190881
3431,133064,0,6928,9672,7120,133100,36535,5432419
1248,116280,0,14230,12222,9002,93713,65873,2537013
4720,130284,0,16428,7559,4491,133972,49173,8434182
700,80739,0,10893,12918,8326,79934,38447,1276752
3121,58128,1,18738,8756,4425,145198,24318,4118580
1221,120512,1,12724,7288,3167,64301,43217,1864309
1451,118523,0,6867,4479,4366,68943,38803,1776612
2381,75832,0,13134,7787,6774,87445,73231,3066154
2727,115557,0,17187,13521,8130,109982,93078,3119249
1932,119220,1,18259,13029,5458,151986,74386,3717461
2820,86316,1,17905,12230,8284,124293,80409,4908272
2276,55790,1,14634,11963,3139,138445,26529,4875088
1198,96683,1,8905,14639,9624,78304,53338,2473295
3468,35550,1,10529,2700,4285,195012,35308,4705346
1121,53769,1,18971,8991,3505,92582,47838,2240203
3087,140444,1,10080,13555,3837,89526,88925,3570941
959,130754,0,8773,11153,3939,106622,75425,2241391
1584,37138,1,5468,6432,7308,133420,20373,2867404
799,148081,1,13832,5888,9488,192950,42732,1407587
3044,77404,1,17123,13010,3558,110844,77991,4961422
1775,90486,1,13628,12223,5083,111805,29101,3806916
1930,111864,0,13165,8422,4067,126861,46966,3881266
3952,134661,0,17492,3978,9084,175052,37440,5511034
2888,104601,0,18341,9398,3406,163610,28439,4359865
2321,84816,0,14147,6204,7182,178369,38186,4631012
1488,104101,1,9617,3896,6106,194012,58752,3303701
713,127615,0,16884,13079,8980,51537,69755,1652957
1031,31194,1,6685,13808,8572,154489,66568,2389590
3417,69255,0,5284,3149,8436,102234,74105,5389815
4119,82679,0,9932,5828,3720,113727,97164,7980646
2484,59533,0,10511,8470,7261,95424,25193,3552273
2758,115401,1,7484,7386,6585,50212,64713,5421279
2718,140892,0,6162,9655,8010,197632,47423,4072183
4985,35615,0,17946,8791,3878,199540,48195,8331429
2609,135762,0,16154,5347,5494,96883,63913,4154778
3560,45084,1,14629,14349,4501,82746,72436,7072608
2108,38016,1,6571,10362,7630,55808,60502,2527115
3024,126692,1,9009,13878,6097,100138,88081,6337045
4915,56725,1,12863,13355,3029,87024,60390,7519580
1189,64825,1,18064,5146,5834,69345,37853,2062443
2599,74072,0,9742,13889,3678,125695,45752,5023324
1600,48801,1,19865,6216,3223,127898,64488,3036382
618,144813,0,19472,13989,5153,100374,32770,1523963
3268,131136,1,5389,12723,8659,162676,53003,5527927
1005,67246,0,15437,7829,8758,98922,97275,1861912
2700,52854,1,5556,10190,7156,135909,29805,5665067
1541,87793,0,11549,10454,9319,158981,49020,3295760
3635,67386,1,7000,8281,8726,55951,49824,4690766
996,44142,1,12758,7287,4486,198852,80877,1750119
4674,47393,1,7504,8659,9751,111237,76309,7957686
558,33778,0,8525,4248,9284,154672,61747,1354425
3632,129245,1,14302,4149,7181,72470,38223,6043681
4038,131907,0,11142,5056,6559,167567,23555,7342925
2153,132284,0,10328,12605,7730,79365,40712,2638403
2206,45318,1,17511,13744,6466,145808,30311,3718066
743,132672,0,6276,12880,7448,171261,72517,1255722
2755,77068,1,12327,4196,6799,199673,63177,3936281
2174,136997,0,8266,10688,4447,111439,64375,2871758
3192,74778,1,14592,13654,7274,179647,52774,4164310
538,144150,0,11287,2749,3581,148027,95754,1477086
3747,128207,0,9225,6102,4949,177068,64749,5254825
2115,127506,1,7035,8101,9782,143770,65000,3772194
519,31250,1,18762,3046,7509,82679,94771,867441
720,86161,0,10810,3979,3205,183405,52691,1640849
4271,73348,0,19055,13221,3949,136795,66168,7488788
750,48703,1,14648,8233,3774,77126,94227,1268294
4807,68678,0,17826,5601,4090,140715,62039,5279289
1006,118458,0,19758,8004,3478,187830,78429,1698185
1368,82347,0,6352,12292,4161,84063,80656,2497768
4490,98493,0,14123,14690,3224,155760,37791,4882341
1669,52722,0,10641,6799,4084,177416,23517,2069952
1239,43894,1,15076,6237,6960,165552,34099,2117999
2290,87063,0,7947,3048,4316,162283,38925,2996620
923,55772,1,9180,2761,3014,121193,69607,1867687
3555,128290,0,9964,14320,3049,87389,95290,4514215
4887,66042,1,11145,4735,8220,137694,68004,10138635
2703,121168,1,17494,5622,6497,183135,54142,4369060
2483,138754,1,13603,3401,3963,150644,60365,3322000
4422,125020,0,19936,9379,8129,119792,29779,5060528
2897,94181,0,17185,11348,9899,86097,93090,4427163
2457,77856,1,5120,9792,3122,137938,99161,4877928
4838,65816,0,6480,12388,7757,107683,86905,7248113
2289,130210,1,18853,5148,4918,175216,36336,3082613
1084,98475,1,13200,6621,3670,66153,63518,1965397
3700,126086,0,12808,5006,6043,173888,41242,5313344
1842,41670,0,9407,10757,5300,99953,26621,2960149
4690,137036,0,16467,3788,8451,102301,51446,6843922
4896,125142,0,18116,12191,6272,123139,68113,8421038
1708,91572,1,12980,8828,4819,123969,53911,3476669
3322,109967,1,5499,9665,8341,101098,63210,6664577
4193,39049,0,12052,2945,5767,112278,53725,7527045
2947,127229,1,11029,4042,9418,189869,37192,4472031
1665,148865,0,15889,9848,5551,82757,95040,2769632
2805,41028,1,9240,13646,3845,130358,33027,4936296
1562,134762,0,9496,14928,7095,55296,28229,2155178
4900,64520,0,7974,10699,3558,141438,80561,8647387
3854,59587,1,13877,6225,5674,51940,88021,6683613
2347,86599,0,10680,7191,4943,53270,45648,4096106
1025,48050,1,5754,6748,9839,61580,88924,1687555
1882,94597,1,17770,13237,9513,155840,86063,3491168
4606,97399,1,15339,14690,9666,141652,83701,5979200
3222,34461,0,10322,9678,3588,103406,78910,4073565
2487,142440,1,15844,7245,4353,115213,29715,4813121
4567,138909,1,18073,7882,8340,99345,83089,6756090
4604,67980,0,11090,11720,7442,77161,47620,7334345
4623,32118,0,7314,6609,4589,104339,72897,6204213
1185,108149,0,12880,8622,3058,182577,24233,1804007
3049,68394,1,17793,3033,9848,65332,94652,5785865
4366,72309,1,17248,6566,5079,94366,30405,8159367
3325,123003,1,7297,9541,6715,89730,44164,6486098
4234,37358,0,9534,13037,3207,99903,88582,8103342
1741,142853,0,8679,10927,5385,95325,67837,2788217
4000,72030,1,19049,9232,6284,163974,49414,7655852
2161,113673,0,5386,4156,9322,160448,40208,3241757
2550,122248,1,6485,9426,3309,67204,93603,3086195
4638,123970,0,7543,8766,9552,59205,91596,8135779
3761,86291,0,9711,8557,4661,60686,75259,4754451
4637,59922,0,12128,6123,5185,134701,52767,7001301
4343,134664,0,17943,4610,5438,177417,81129,5475885
2481,93215,1,11115,13634,9525,140625,87637,3908152
1147,142940,1,13328,14500,4780,97572,22273,2557334
4423,74447,1,15819,5708,7800,195267,50781,7584794
3204,141517,1,17460,13020,4888,172458,50087,4178067
2482,61572,1,7049,14441,8088,138738,66481,4679062
2428,57517,0,10238,4919,8630,124045,52456,4744368
3057,50649,0,5856,2157,9790,176063,84277,3894454
4632,129692,0,17785,12533,9188,84874,84145,8416872
